last_unit_id,officer_age_incident,coaccused_count,complaint_percentile
Unit 212,44.0,2,25.9256
Unit 24,61.0,1,99.8656
Unit 13,49.0,1,99.5147
Unit 12,47.0,2,47.6812
Unit 35,40.0,4,27.2252
Unit 17,29.0,2,86.3398
Unit 35,56.0,4,31.7527
Unit 208,36.0,2,75.3085
Unit 7,52.0,1,94.7742
Unit 204,35.0,11,38.1338
Unit 155,36.0,192,42.4426
Unit 215,34.0,2,63.8952
Unit 222,47.0,1,67.6631
Unit 7,42.0,2,98.7887
Unit 25,28.0,6,88.6155
Unit 16,37.0,1,93.0152
Unit 20,28.0,2,89.6909
Unit 35,41.0,2,31.5043
Unit 19,53.0,2,88.4622
Unit 215,34.0,4,78.5641
Unit 4,52.0,1,99.861
Unit 12,37.0,2,46.4063
Unit 40,40.0,9,54.5041
Unit 6,39.0,10,51.1673
Unit 13,35.0,6,44.3239
Unit 9,32.0,2,76.0575
Unit 151,32.0,2,96.6375
Unit 17,30.0,1,82.2208
Unit 85,52.0,1,24.9028
Unit 23,48.0,11,71.6025
Unit 221,53.0,3,61.3932
Unit 8,27.0,2,99.5529
Unit 17,31.0,10,45.8026
Unit 21,39.0,10,15.5071
Unit 5,34.0,2,94.7002
Unit 8,29.0,2,54.7185
Unit 188,40.0,2,99.5606
Unit 25,51.0,2,56.9371
Unit 112,34.0,1,80.4784
Unit 2,40.0,2,32.8302
Unit 221,54.0,1,68.1003
Unit 19,43.0,2,96.6222
Unit 19,47.0,1,42.5773
Unit 23,41.0,2,57.7548
Unit 10,33.0,4,73.421
Unit 18,41.0,2,49.5166
Unit 24,60.0,1,99.8656
Unit 8,50.0,6,81.4574
Unit 18,49.0,1,84.529
Unit 3,29.0,1,89.7299
Unit 153,46.0,2,74.9264
Unit 9,29.0,2,78.4341
Unit 13,54.0,3,80.6045
Unit 6,26.0,2,62.2941
Unit 149,29.0,3,95.9688
Unit 215,24.0,7,57.8173
Unit 12,40.0,2,63.2265
Unit 175,28.0,2,98.1736
Unit 142,48.0,6,30.5566
Unit 149,40.0,7,60.9636
Unit 36,54.0,1,98.9225
Unit 10,39.0,2,69.3776
Unit 208,47.0,1,37.4629
Unit 16,48.0,4,61.8926
Unit 142,34.0,1,48.1411
Unit 6,45.0,2,96.076
Unit 13,27.0,2,39.1731
Unit 18,27.0,2,24.21
Unit 4,34.0,9,90.1379
Unit 215,34.0,4,67.8234
Unit 16,36.0,1,63.8952
Unit 11,30.0,1,97.2767
Unit 19,35.0,1,76.4014
Unit 9,27.0,6,99.8586
Unit 6,36.0,22,57.514
Unit 11,41.0,1,80.2835
Unit 153,29.0,1,99.1364
Unit 6,29.0,22,90.6614
Unit 10,28.0,2,20.3852
Unit 21,29.0,1,71.7053
Unit 9,39.0,2,94.3181
Unit 149,27.0,2,99.5491
Unit 215,29.0,3,71.2888
Unit 15,44.0,2,87.4288
Unit 2,35.0,3,55.317
Unit 21,53.0,2,59.158
Unit 36,43.0,2,47.1325
Unit 5,27.0,4,94.4213
Unit 206,47.0,11,77.4673
Unit 36,39.0,2,46.9872
Unit 3,55.0,1,52.1981
Unit 12,29.0,2,68.3925
Unit 23,28.0,3,95.5141
Unit 146,27.0,7,60.9339
Unit 25,32.0,1,96.4273
Unit 215,52.0,1,56.6516
Unit 208,46.0,1,61.5148
Unit 8,33.0,2,97.0878
Unit 179,31.0,1,73.1229
Unit 20,50.0,9,80.8376
Unit 182,44.0,4,80.6909
Unit 11,53.0,1,44.6702
Unit 17,34.0,6,61.5758
Unit 8,37.0,1,61.7286
Unit 26,36.0,1,86.5301
Unit 13,37.0,7,79.676
Unit 183,30.0,3,94.4763
Unit 21,59.0,1,45.4396
Unit 2,32.0,1,91.4753
Unit 4,34.0,4,92.4802
Unit 19,27.0,3,72.374
Unit 215,36.0,2,54.8217
Unit 225,51.0,3,56.5526
Unit 18,41.0,1,69.7566
Unit 20,33.0,2,75.0369
Unit 19,42.0,1,99.381
Unit 5,43.0,2,99.1565
Unit 212,33.0,2,78.9347
Unit 8,43.0,2,90.5583
Unit 149,54.0,10,80.5281
Unit 146,41.0,2,29.0834
Unit 8,53.0,2,31.8406
Unit 26,40.0,2,81.105
Unit 20,40.0,1,96.2972
Unit 215,49.0,3,57.1092
Unit 9,52.0,2,96.0109
Unit 19,38.0,1,94.2004
Unit 208,45.0,1,36.715
Unit 8,54.0,1,99.595
Unit 215,66.0,4,81.8324
Unit 10,33.0,2,97.9328
Unit 17,27.0,2,47.9118
Unit 7,34.0,11,99.6064
Unit 13,37.0,2,83.339
Unit 26,31.0,1,84.288
Unit 42,37.0,2,69.0336
Unit 4,51.0,1,83.4978
Unit 9,36.0,1,99.786
Unit 3,30.0,8,97.6921
Unit 208,32.0,4,70.7539
Unit 212,40.0,1,52.8791
Unit 24,51.0,1,72.8814
Unit 208,28.0,2,88.109
Unit 9,27.0,5,95.8004
Unit 236,42.0,3,98.8735
Unit 178,41.0,4,82.4653
Unit 4,50.0,2,97.4564
Unit 215,28.0,1,79.7257
Unit 20,24.0,2,43.9112
Unit 26,34.0,2,73.9139
Unit 16,33.0,1,78.0979
Unit 22,51.0,1,81.4794
Unit 112,58.0,1,98.1162
Unit 10,46.0,4,46.7676
Unit 107,41.0,2,95.2433
Unit 5,30.0,3,86.1297
Unit 7,46.0,1,91.0415
Unit 153,42.0,8,57.5905
Unit 221,53.0,2,42.5908
Unit 5,44.0,1,49.3447
Unit 20,33.0,1,80.5777
Unit 16,40.0,1,71.7979
Unit 225,29.0,1,73.9559
Unit 25,33.0,8,66.5049
Unit 11,43.0,1,73.7801
Unit 11,38.0,3,90.0348
Unit 23,28.0,2,99.5106
Unit 122,46.0,10,95.5939
Unit 19,32.0,6,94.9524
Unit 9,40.0,11,99.9146
Unit 18,57.0,7,80.2632
Unit 18,31.0,2,86.6341
Unit 21,50.0,1,66.1075
Unit 6,43.0,2,85.0292
Unit 20,27.0,1,81.4795
Unit 25,25.0,2,75.7059
Unit 153,34.0,4,92.1287
Unit 26,30.0,4,94.6935
Unit 23,30.0,3,67.911
Unit 25,42.0,9,54.568
Unit 179,35.0,2,85.1477
Unit 6,28.0,1,98.4296
Unit 5,44.0,3,97.6042
Unit 225,44.0,5,92.5227
Unit 7,36.0,2,30.7592
Unit 19,34.0,1,73.2796
Unit 208,34.0,6,92.1922
Unit 9,32.0,5,82.2552
Unit 6,52.0,7,91.0266
Unit 3,52.0,1,75.6818
Unit 19,31.0,3,71.4788
Unit 12,29.0,4,49.2033
Unit 22,53.0,6,72.3341
Unit 15,40.0,1,98.7941
Unit 225,62.0,2,
Unit 18,36.0,2,72.2594
Unit 5,34.0,2,98.5786
Unit 215,37.0,1,66.8832
Unit 23,25.0,4,70.1922
Unit 19,37.0,2,70.8531
Unit 146,32.0,13,45.5963
Unit 11,41.0,3,71.1283
Unit 6,30.0,3,62.4126
Unit 106,50.0,1,35.39
Unit 20,38.0,4,81.608
Unit 8,29.0,3,88.7394
Unit 142,37.0,1,40.0317
Unit 225,38.0,6,60.8116
Unit 42,27.0,3,85.1248
Unit 23,50.0,3,37.4269
Unit 208,28.0,2,83.1149
Unit 18,33.0,1,53.8726
Unit 175,50.0,3,94.9762
Unit 18,45.0,2,73.0968
Unit 105,47.0,2,68.3906
Unit 75,31.0,1,73.6884
Unit 9,27.0,2,83.4359
Unit 11,30.0,2,98.6856
Unit 215,38.0,7,27.817
Unit 208,43.0,4,83.1149
Unit 208,39.0,2,81.2541
Unit 7,51.0,3,63.1043
Unit 20,39.0,2,65.6528
Unit 17,38.0,1,64.9268
Unit 80,33.0,1,80.807
Unit 3,46.0,2,78.9008
Unit 10,25.0,2,88.1434
Unit 221,32.0,1,94.4712
Unit 18,33.0,1,92.3083
Unit 3,51.0,6,59.7404
Unit 9,48.0,4,80.9441
Unit 180,38.0,14,79.8144
Unit 23,34.0,2,60.2575
Unit 225,37.0,10,58.8114
Unit 5,29.0,2,79.3741
Unit 4,42.0,2,89.2506
Unit 225,34.0,4,90.7646
Unit 20,46.0,2,59.5171
Unit 3,36.0,2,87.1308
Unit 4,37.0,5,38.0066
Unit 83,34.0,3,85.4648
Unit 19,30.0,1,77.7043
Unit 6,40.0,2,80.2147
Unit 20,45.0,2,91.4103
Unit 13,46.0,1,86.7487
Unit 10,26.0,2,99.8281
Unit 3,38.0,2,96.9382
Unit 131,30.0,2,45.8905
Unit 8,33.0,2,97.0878
Unit 136,33.0,1,95.5408
Unit 12,36.0,2,88.3688
Unit 79,33.0,1,39.8189
Unit 215,47.0,2,97.3406
Unit 42,33.0,1,70.0443
Unit 215,38.0,2,97.3406
Unit 221,38.0,2,52.7838
Unit 11,43.0,7,94.6811
Unit 208,26.0,4,57.4682
Unit 11,30.0,2,84.4561
Unit 3,33.0,2,31.7451
Unit 35,38.0,3,84.4978
Unit 17,48.0,3,58.2458
Unit 7,31.0,1,88.5757
Unit 35,41.0,3,93.3667
Unit 9,29.0,2,93.489
Unit 4,40.0,3,95.9115
Unit 10,28.0,2,99.8433
Unit 117,46.0,1,99.9299
Unit 15,28.0,4,89.4845
Unit 8,27.0,6,89.0795
Unit 12,42.0,1,88.9343
Unit 208,36.0,1,97.2288
Unit 215,36.0,3,79.1334
Unit 11,34.0,12,96.8056
Unit 8,27.0,2,61.0408
Unit 6,45.0,1,99.5275
Unit 30,35.0,4,0.0
Unit 18,41.0,2,30.125
Unit 11,43.0,1,85.9425
Unit 8,42.0,2,96.4197
Unit 16,47.0,2,95.7319
Unit 215,37.0,1,42.0533
Unit 11,46.0,1,98.2787
Unit 25,39.0,2,73.7801
Unit nan,58.0,1,
Unit 7,49.0,2,52.6308
Unit 229,47.0,1,97.267
Unit 7,34.0,1,84.8116
Unit 149,32.0,8,93.3234
Unit 221,32.0,2,94.4712
Unit 7,56.0,1,49.8176
Unit 212,45.0,2,49.6527
Unit 18,47.0,3,51.1229
Unit 16,45.0,1,93.7182
Unit 6,39.0,5,97.1228
Unit 23,45.0,1,99.7402
Unit 152,39.0,1,53.8726
Unit 188,39.0,4,99.5606
Unit 212,33.0,2,59.1838
Unit 192,38.0,2,81.4375
Unit 13,45.0,2,59.9923
Unit 20,42.0,3,64.7587
Unit 23,75.0,8,75.5985
Unit 225,49.0,1,91.7571
Unit 173,37.0,5,97.2833
Unit 7,38.0,17,99.6905
Unit 18,48.0,3,80.2632
Unit 20,34.0,1,88.2847
Unit 208,34.0,5,95.9879
Unit 20,36.0,2,94.6582
Unit 9,49.0,2,89.0795
Unit 25,36.0,1,62.272
Unit 13,41.0,13,47.9882
Unit 174,42.0,4,82.3889
Unit 8,45.0,4,60.5709
Unit 20,43.0,1,71.7779
Unit 4,65.0,2,33.2236
Unit 149,50.0,2,91.3468
Unit 153,36.0,9,97.4055
Unit 2,35.0,2,27.5878
Unit 8,52.0,3,90.3819
Unit 3,42.0,1,85.6196
Unit 17,25.0,2,53.7236
Unit 9,34.0,2,69.4751
Unit 25,32.0,168,89.3996
Unit 212,42.0,2,94.1505
Unit 4,55.0,2,35.8947
Unit 20,37.0,2,87.8797
Unit 19,43.0,2,99.381
Unit 18,60.0,1,52.5059
Unit 23,28.0,2,62.2445
Unit 152,42.0,3,84.6662
Unit 22,61.0,2,60.921
Unit 16,29.0,2,99.6867
Unit 17,49.0,1,73.33
Unit 9,49.0,1,83.7309
Unit 9,51.0,1,53.0139
Unit 225,43.0,2,66.9252
Unit 26,29.0,2,37.7785
Unit 8,30.0,1,53.3835
Unit 2,39.0,3,69.7719
Unit 16,31.0,3,77.4789
Unit 15,30.0,2,86.7219
Unit 35,45.0,1,15.4948
Unit 215,44.0,1,51.4768
Unit 3,49.0,2,57.514
Unit 2,50.0,5,83.4441
Unit 225,42.0,2,97.9901
Unit 5,30.0,4,86.1297
Unit 25,40.0,13,88.6155
Unit 26,39.0,2,80.4899
Unit 9,44.0,6,91.4103
Unit 8,45.0,1,90.3819
Unit 5,51.0,1,71.8215
Unit 17,41.0,2,58.9928
Unit 107,45.0,4,95.2433
Unit 5,31.0,2,93.9704
Unit 3,35.0,2,85.3999
Unit 208,41.0,3,35.7882
Unit 13,27.0,1,97.5469
Unit 21,62.0,2,82.1787
Unit 12,46.0,2,59.3672
Unit 11,29.0,2,55.5844
Unit 23,29.0,2,87.2684
Unit 20,32.0,1,94.9639
Unit 153,24.0,2,92.7401
Unit 18,40.0,2,51.1062
Unit 9,33.0,7,64.7969
Unit 8,34.0,1,99.5529
Unit 25,37.0,2,42.7993
Unit 24,43.0,5,82.155
Unit 16,55.0,2,47.736
Unit 215,29.0,2,81.7126
Unit 19,46.0,1,83.0285
Unit 5,33.0,3,92.3083
Unit 3,28.0,2,92.1216
Unit 9,42.0,3,71.5681
Unit 23,63.0,1,70.0228
Unit 10,48.0,2,37.383
Unit 174,42.0,9,99.0791
Unit 112,37.0,4,64.0709
Unit 7,43.0,1,92.7897
Unit 16,53.0,2,74.9264
Unit 3,26.0,2,84.6166
Unit 6,50.0,1,86.2176
Unit 26,59.0,6,89.9074
Unit 182,51.0,1,61.2602
Unit 13,41.0,3,30.721
Unit 19,40.0,1,48.3559
Unit 2,58.0,1,49.1484
Unit 149,49.0,9,96.1575
Unit 26,35.0,2,47.3463
Unit 20,43.0,1,54.3265
Unit 208,28.0,2,73.3789
Unit 117,47.0,1,47.1107
Unit 26,45.0,3,75.9849
Unit 20,44.0,5,52.4494
Unit 149,32.0,1,80.2835
Unit 23,28.0,2,66.6654
Unit 215,29.0,2,78.8201
Unit 3,52.0,2,73.0236
Unit 42,27.0,2,54.0063
Unit 153,31.0,4,99.9312
Unit 23,48.0,3,88.6401
Unit 19,26.0,2,99.3695
Unit 18,43.0,2,51.1673
Unit 36,36.0,1,88.1604
Unit 215,33.0,17,80.807
Unit 26,41.0,49,75.9849
Unit 11,28.0,2,97.2828
Unit 153,30.0,1,94.5283
Unit 4,41.0,1,78.5297
Unit 208,41.0,9,77.7043
Unit 35,42.0,1,89.2706
Unit 26,30.0,2,96.989
Unit 2,35.0,5,97.715
Unit 8,27.0,2,96.221
Unit 19,29.0,2,67.8652
Unit 19,39.0,2,95.1893
Unit 172,45.0,3,42.5939
Unit 20,40.0,1,30.2355
Unit 149,47.0,6,99.572
Unit 11,27.0,7,81.1471
Unit 13,46.0,2,89.5457
Unit 151,37.0,5,97.2374
Unit 7,43.0,1,35.7267
Unit 18,38.0,2,88.0478
Unit 204,34.0,6,63.2768
Unit 172,59.0,6,61.0418
Unit 2,28.0,1,53.635
Unit 12,29.0,15,92.8623
Unit 7,30.0,7,99.1823
Unit 21,30.0,1,70.6507
Unit 9,29.0,3,99.5033
Unit 3,55.0,1,83.2181
Unit 17,29.0,3,95.2556
Unit 55,35.0,4,86.9187
Unit 142,27.0,5,73.0924
Unit 194,58.0,2,34.8095
Unit 9,28.0,2,83.4664
Unit 136,46.0,1,75.3196
Unit 17,30.0,2,85.9042
Unit 15,49.0,1,98.81
Unit 20,41.0,12,26.6975
Unit 107,60.0,1,14.8507
Unit 30,27.0,2,
Unit 23,46.0,2,43.3936
Unit 208,47.0,1,74.3384
Unit 225,49.0,1,91.7571
Unit 153,31.0,13,96.0261
Unit 80,26.0,10,77.3031
Unit 20,41.0,4,92.4764
Unit 12,43.0,1,50.1318
Unit 6,38.0,4,95.0747
Unit 206,44.0,1,37.1289
Unit 6,24.0,2,83.4359
Unit 13,51.0,2,66.539
Unit 215,46.0,1,81.2235
Unit 4,28.0,2,71.7626
Unit 2,32.0,3,91.8689
Unit 7,34.0,2,50.7012
Unit 221,45.0,1,76.7557
Unit 26,31.0,1,96.7751
Unit 4,45.0,2,80.2327
Unit 215,29.0,2,96.7139
Unit 3,31.0,2,31.8857
Unit 152,35.0,3,67.2042
Unit 8,44.0,1,98.2767
Unit 220,47.0,1,39.2565
Unit 11,25.0,1,56.5244
Unit 8,39.0,3,74.0323
Unit 13,38.0,3,64.7434
Unit 3,24.0,2,81.3381
Unit 3,42.0,5,85.6196
Unit 18,31.0,2,84.4935
Unit 136,46.0,6,42.0569
Unit 18,37.0,1,96.5993
Unit 25,52.0,2,63.1981
Unit 173,39.0,2,99.339
Unit 212,34.0,2,60.2996
Unit 208,44.0,1,69.4873
Unit 208,34.0,5,98.9951
Unit 212,34.0,2,40.9056
Unit 225,36.0,2,76.4485
Unit 136,40.0,3,38.0574
Unit 23,38.0,1,92.4802
Unit 9,32.0,2,99.5033
Unit 7,29.0,2,58.2248
Unit 5,37.0,2,96.3204
Unit 149,29.0,3,46.563
Unit 19,54.0,4,64.4331
Unit 5,33.0,2,99.1556
Unit 174,28.0,6,95.923
Unit 208,25.0,1,61.5758
Unit 10,23.0,2,76.986
Unit 9,45.0,7,80.1851
Unit 4,42.0,1,91.8077
Unit 4,57.0,1,99.861
Unit 9,26.0,3,69.0
Unit 16,38.0,3,92.2433
Unit 14,42.0,1,91.0141
Unit 214,36.0,1,33.9049
Unit 174,30.0,2,95.5027
Unit 7,29.0,1,75.3662
Unit 107,46.0,11,63.5089
Unit 5,41.0,3,64.1168
Unit 26,31.0,2,91.2728
Unit 16,42.0,2,98.143
Unit 10,31.0,5,88.407
Unit 225,51.0,1,74.5061
Unit 85,60.0,1,47.5406
Unit 215,30.0,5,66.1075
Unit 36,50.0,2,97.6348
Unit 31,39.0,2,80.3019
Unit 215,35.0,1,93.8869
Unit 14,47.0,1,42.7843
Unit 17,26.0,1,57.539
Unit 181,53.0,2,52.0262
Unit 5,50.0,5,85.3121
Unit 18,44.0,4,39.3852
Unit 208,31.0,2,77.1979
Unit 175,31.0,1,98.1736
Unit 12,35.0,1,90.6538
Unit 20,37.0,4,94.8263
Unit 40,42.0,1,39.106
Unit 3,30.0,2,31.5425
Unit 3,33.0,1,91.0674
Unit 5,27.0,2,99.637
Unit 9,42.0,2,82.5991
Unit 26,47.0,2,91.1876
Unit 19,32.0,11,87.0849
Unit 2,35.0,1,96.7636
Unit 3,41.0,3,65.5267
Unit 4,57.0,1,26.5645
Unit 13,50.0,2,63.1768
Unit 25,34.0,5,41.0704
Unit 153,40.0,5,97.9252
Unit 19,31.0,2,90.8448
Unit 6,39.0,1,92.165
Unit 31,53.0,1,83.7713
Unit 119,29.0,2,74.0499
Unit 8,35.0,3,91.2002
Unit 20,41.0,1,64.917
Unit 20,51.0,1,95.3422
Unit nan,62.0,2,61.0086
Unit 149,35.0,5,85.7709
Unit 11,22.0,2,77.0318
Unit 19,50.0,3,38.898
Unit 174,32.0,4,99.7478
Unit 17,27.0,2,87.6237
Unit 26,42.0,2,68.3734
Unit 11,36.0,2,42.2314
Unit 35,29.0,1,70.4444
Unit 31,52.0,2,27.1476
Unit 17,30.0,3,84.3873
Unit 175,28.0,1,98.6512
Unit 20,29.0,1,65.8209
Unit 149,47.0,9,90.6385
Unit 149,43.0,2,74.4287
Unit 5,26.0,4,98.0742
Unit nan,53.0,5,18.694
Unit 2,53.0,1,83.4441
Unit 212,36.0,1,93.5692
Unit 25,45.0,2,77.7261
Unit 117,37.0,3,35.1471
Unit 19,59.0,2,82.8487
Unit 23,46.0,2,92.805
Unit 12,39.0,3,89.1445
Unit 5,30.0,3,99.0142
Unit 181,49.0,1,20.0498
Unit 16,49.0,2,38.2323
Unit 72,31.0,3,57.5905
Unit 22,36.0,1,94.466
Unit 2,44.0,1,64.7425
Unit 183,32.0,1,69.9859
Unit 4,35.0,4,30.125
Unit 18,36.0,2,89.6909
Unit 212,26.0,2,62.1757
Unit 26,43.0,1,87.1499
Unit 6,32.0,2,83.4711
Unit 7,41.0,2,98.0027
Unit 18,26.0,4,51.4768
Unit 6,45.0,2,88.9229
Unit 149,28.0,2,90.4857
Unit 13,34.0,2,89.7864
Unit 26,27.0,2,94.6935
Unit 10,37.0,1,75.9658
Unit 228,36.0,11,94.7767
Unit 5,41.0,2,98.0245
Unit 11,28.0,1,97.2767
Unit 4,32.0,1,96.1599
Unit 26,27.0,2,54.7629
Unit 2,37.0,2,72.0378
Unit 6,40.0,3,49.7763
Unit 191,39.0,1,80.435
Unit 5,34.0,1,91.5937
Unit 83,34.0,192,53.6477
Unit 151,39.0,3,85.526
Unit 10,36.0,1,95.3575
Unit 11,33.0,1,84.4561
Unit 212,49.0,3,78.1795
Unit 198,54.0,1,45.8713
Unit 2,34.0,1,83.6995
Unit 11,34.0,2,64.1837
Unit 9,58.0,2,41.1877
Unit 173,35.0,8,73.5853
Unit 212,27.0,2,70.3068
Unit 6,35.0,15,99.4842
Unit 136,31.0,1,82.0259
Unit 7,29.0,1,92.8279
Unit 5,35.0,2,89.3737
Unit 23,46.0,1,88.8764
Unit 149,33.0,3,70.6354
Unit 13,31.0,4,89.5457
Unit 117,52.0,1,85.0667
Unit 6,59.0,1,58.6818
Unit nan,44.0,192,18.4307
Unit 19,40.0,3,57.686
Unit 5,45.0,2,24.9537
Unit 142,47.0,3,64.2745
Unit 11,34.0,1,89.2094
Unit 3,49.0,1,98.3135
Unit nan,47.0,1,
Unit 212,34.0,5,38.7681
Unit 18,30.0,1,91.4485
Unit 23,36.0,1,62.6772
Unit 35,52.0,2,64.7615
Unit 23,41.0,1,87.4831
Unit 12,34.0,12,99.5262
Unit 18,44.0,3,84.529
Unit 5,41.0,9,86.071
Unit 142,47.0,1,35.3241
Unit 23,36.0,2,92.4955
Unit nan,48.0,1,66.7074
Unit 5,49.0,1,96.0845
Unit 20,37.0,3,93.0305
Unit 25,26.0,2,70.1655
Unit 9,37.0,1,95.644
Unit 26,29.0,1,95.3001
Unit 3,41.0,1,97.2221
Unit 152,41.0,3,61.3658
Unit 212,29.0,2,94.4481
Unit 6,28.0,1,80.8911
Unit 19,46.0,4,19.4712
Unit 153,26.0,5,92.7401
Unit 212,34.0,1,31.5425
Unit 17,37.0,2,56.1194
Unit 25,38.0,3,40.6633
Unit 26,42.0,1,67.8652
Unit 11,30.0,8,86.7372
Unit 24,44.0,1,95.0767
Unit 19,28.0,4,99.5224
Unit 83,33.0,4,71.7053
Unit 8,33.0,14,44.8051
Unit 145,41.0,4,69.5732
Unit 3,36.0,1,72.8822
Unit 7,40.0,1,98.953
Unit 5,39.0,2,67.7888
Unit 117,56.0,1,99.5189
Unit 6,33.0,2,84.8267
Unit 21,39.0,1,85.5947
Unit 179,32.0,3,90.5735
Unit 23,39.0,2,96.8553
Unit 2,36.0,2,71.3041
Unit 212,32.0,6,82.8856
Unit 17,39.0,17,57.4338
Unit 6,40.0,2,95.7931
Unit 7,36.0,1,99.8968
Unit 215,43.0,1,84.2574
Unit 8,43.0,1,73.8642
Unit 2,30.0,1,93.0839
Unit 3,31.0,8,85.7361
Unit 16,36.0,4,90.4092
Unit 149,38.0,1,97.8919
Unit 142,48.0,4,62.5643
Unit 3,46.0,4,64.3865
Unit 9,27.0,2,83.4664
Unit 19,53.0,1,66.8784
Unit 18,30.0,1,98.8461
Unit 181,43.0,1,73.9581
Unit 15,38.0,2,97.8182
Unit 17,49.0,1,60.9526
Unit 23,33.0,7,97.6654
Unit 15,30.0,2,75.6372
Unit 9,41.0,1,66.8242
Unit 153,36.0,1,82.8665
Unit 7,48.0,2,89.1598
Unit 4,41.0,1,78.2813
Unit 19,52.0,6,56.0094
Unit 149,41.0,9,87.8415
Unit 13,52.0,5,42.0074
Unit 149,34.0,10,95.9803
Unit 23,36.0,2,93.5157
Unit 7,36.0,1,56.1729
Unit 10,28.0,3,99.8433
Unit 11,32.0,1,56.5779
Unit 20,34.0,3,67.4449
Unit 2,40.0,1,42.3601
Unit 204,34.0,4,77.177
Unit 17,34.0,1,58.9928
Unit 23,31.0,1,90.8945
Unit 5,30.0,8,82.3087
Unit 10,48.0,1,70.9699
Unit 225,36.0,1,48.1411
Unit 208,39.0,2,71.7053
Unit 35,55.0,1,93.3667
Unit 5,29.0,2,92.3083
Unit 215,25.0,8,60.8383
Unit 7,27.0,2,92.977
Unit 208,41.0,2,66.3177
Unit 10,38.0,1,80.3256
Unit 25,27.0,2,31.2063
Unit 2,31.0,2,73.7801
Unit 9,46.0,2,41.93
Unit 25,44.0,1,66.8259
Unit 10,41.0,2,98.9301
Unit 5,27.0,9,91.2384
Unit 212,49.0,3,92.6047
Unit 13,40.0,4,84.7961
Unit 20,47.0,1,83.1582
Unit 183,29.0,1,92.3388
Unit 215,36.0,6,68.0754
Unit 7,42.0,2,77.643
Unit 17,44.0,6,51.0507
Unit 212,45.0,7,80.714
Unit 86,45.0,2,27.1178
Unit 6,60.0,1,69.7333
Unit 135,45.0,2,69.1622
Unit 20,31.0,1,43.5367
Unit 23,27.0,1,61.5758
Unit 7,40.0,2,97.7227
Unit 179,31.0,2,96.4426
Unit 182,36.0,1,82.6858
Unit 11,43.0,6,36.769
Unit 215,48.0,2,94.8607
Unit 6,30.0,3,87.383
Unit 17,39.0,2,57.4338
Unit 16,37.0,1,
Unit 171,34.0,1,62.4546
Unit 9,49.0,3,87.1002
Unit 5,49.0,5,82.6911
Unit 3,49.0,15,55.065
Unit 15,32.0,4,76.4014
Unit 13,43.0,3,44.519
Unit 153,39.0,3,99.5644
Unit 17,42.0,2,97.0234
Unit 153,38.0,7,81.1471
Unit 13,42.0,2,28.9112
Unit 7,32.0,2,80.8911
Unit 215,51.0,4,82.6296
Unit 27,33.0,1,61.8394
Unit 20,39.0,5,68.9618
Unit 6,31.0,3,80.8911
Unit 9,35.0,3,
Unit 16,37.0,1,77.4138
Unit 17,42.0,3,60.2288
Unit 173,39.0,18,99.4421
Unit 27,31.0,2,53.8726
Unit 31,54.0,1,93.8191
Unit 8,41.0,1,96.4197
Unit 236,43.0,2,98.8735
Unit 232,34.0,2,99.0316
Unit 215,33.0,4,63.4634
Unit 20,31.0,2,63.8952
Unit 174,32.0,4,99.7478
Unit 10,28.0,1,89.5151
Unit 174,43.0,11,88.3917
Unit 2,35.0,1,74.3991
Unit 5,27.0,4,77.5591
Unit 25,42.0,1,64.5526
Unit 179,33.0,4,85.1477
Unit 38,30.0,5,63.3373
Unit 10,37.0,9,98.185
Unit 9,41.0,1,52.4983
Unit 21,44.0,4,74.3098
Unit 179,40.0,4,86.7907
Unit 3,56.0,4,80.2835
Unit nan,47.0,2,95.8737
Unit 21,39.0,1,97.3784
Unit 149,31.0,2,99.316
Unit 2,30.0,7,85.2814
Unit 5,38.0,4,70.3109
Unit 5,29.0,2,92.1402
Unit 7,50.0,1,94.7742
Unit 225,36.0,2,96.4656
Unit 149,36.0,7,78.4647
Unit 218,39.0,4,75.6319
Unit 5,29.0,2,99.0065
Unit 80,40.0,14,95.388
Unit 16,29.0,1,75.0411
Unit 212,27.0,4,68.3734
Unit 19,34.0,4,81.7966
Unit 208,29.0,1,68.873
Unit 174,25.0,3,89.282
Unit 3,54.0,2,89.0337
Unit 212,29.0,2,94.4481
Unit 31,52.0,1,92.0612
Unit 19,30.0,1,23.633
Unit 174,39.0,2,84.6076
Unit 23,43.0,1,99.1059
Unit 9,32.0,8,92.2662
Unit 14,25.0,1,98.695
Unit 5,42.0,1,51.7749
Unit 169,35.0,2,92.6866
Unit 88,28.0,3,47.545
Unit 208,47.0,1,39.6028
Unit 204,38.0,8,54.4687
Unit 208,40.0,3,92.3847
Unit 16,27.0,2,97.0425
Unit 174,25.0,2,97.7647
Unit 13,27.0,1,87.7613
Unit 18,38.0,2,54.8355
Unit 21,43.0,2,40.6743
Unit 182,30.0,1,98.5404
Unit 21,37.0,4,45.539
Unit 18,42.0,2,87.2684
Unit 119,60.0,20,18.5168
Unit nan,47.0,4,52.1153
Unit 14,50.0,1,48.7054
Unit 19,35.0,2,76.7223
Unit 13,43.0,13,44.1099
Unit 26,40.0,5,76.0766
Unit 20,44.0,1,59.245
Unit 5,45.0,3,86.2902
Unit 225,36.0,5,88.7662
Unit 4,48.0,1,97.8564
Unit 122,54.0,1,94.0482
Unit 25,40.0,1,73.1229
